id,poj_input,poj_other_input,poj_unicode,poj_other_unicode,tailo_input,tailo_other_input,tailo_unicode,tailo_other_unicode,hoagi,page_number
4104,Sian-sinn,Sian-senn,Sian-siⁿ,Sian-seⁿ,Sian-sinn,Sian-senn,Sian-sinn,Sian-senn,先生、老師,572
4105,Sian7,,Siān,,Sian7,,Siān,,疲倦、累,572
4106,Sian7-lang5-a2,,Siān-lâng-á,,Sian7-lang5-a2,,Siān-lâng-á,,壁虎,572
4107,Sian3,,Siàn,,Sian3,,Siàn,,擊掌,572
4108,Sian,,Sian,,Sian,,Sian,,垢、銹、€,572
4109,Senn-sian,,Seⁿ-sian,,Senn-sian,,Senn-sian,,生垢,572
4110,Sian3-tong7,,Siàn-tōng,,Sian3-tong7,,Siàn-tōng,,煽動,573
4111,Siang,,Siang,,Siang,,Siang,,雙、双,573
4112,Chit8 siang ê,,Chi̍t siang ê,,Tsit8 siang ê,,Tsi̍t siang ê,,一雙鞋子,573
4113,Chit8 siang boeh8-a2,,Chi̍t siang boe̍h-á,,Tsit8 siang bueh8-a2,,Tsi̍t siang bue̍h-á,,一雙襪子,573
4114,Chit8 siang ti7,,Chi̍t siang tī,,Tsit8 siang ti7,,Tsi̍t siang tī,,一雙筷子,573
4115,Siang chhiu2,,Siang chhiú,,Siang tshiu2,,Siang tshiú,,雙手,573
4116,Siang kha,,Siang kha,,Siang kha,,Siang kha,,雙腳,573
4117,Siang7,Kang7,Siāng,Kāng,Siang7,Kang7,Siāng,Kāng,同,573
4118,Siang7-khoan2,,Siāng-khoán,,Siang7-khuan2,,Siāng-khuán,,同樣,573
4119,Siang7-lang5,,Siāng-lâng,,Siang7-lang5,,Siāng-lâng,,同一個人,573
4120,Siang7-si5,,Siāng-sî,,Siang7-si5,,Siāng-sî,,同時,574
4121,Siang2,Siann2-lang5,Siáng,Siáⁿ-lâng,Siang2,Siann2-lang5,Siáng,Siánn-lâng,誰,574
4122,Siang-sinn,,Siang-siⁿ,,Siang-sinn,,Siang-sinn,,雙生兒,574
4123,Sinn siang-sinn,,Siⁿ siang-siⁿ,,Sinn siang-sinn,,Sinn siang-sinn,,生雙生兒,574
4124,Siat,,Siat,,Siat,,Siat,,設,574
4125,Siat-lip8,,Siat-li̍p,,Siat-lip8,,Siat-li̍p,,設立,574
4126,Siat-hoat,,Siat-hoat,,Siat-huat,,Siat-huat,,設法,575
4127,Siat-ke3,,Siat-kè,,Siat-ke3,,Siat-kè,,設計,575
4128,Siat-su2,,Siat-sú,,Siat-su2,,Siat-sú,,假設、假使,575
4129,Siau3-lian5,,Siàu-liân,,Siau3-lian5,,Siàu-liân,,年輕、年少,575
4130,Siau3-lian5-lang5,,Siàu-liân-lâng,,Siau3-lian5-lang5,,Siàu-liân-lâng,,青年人,575
4131,Siau-sit,,Siau-sit,,Siau-sit,,Siau-sit,,消息,576
4132,Siau2,,Siáu,,Siau2,,Siáu,,瘋狂、迷,576
4133,Khi2-siau2,,Khí-siáu,,Khi2-siau2,,Khí-siáu,,發狂,576
4134,Siau-biat8,,Siau-bia̍t,,Siau-biat8,,Siau-bia̍t,,消滅,576
4135,Siau-hoa3,,Siau-hòa,,Siau-hua3,,Siau-huà,,消化,576
4136,E7 siau-hoa3 e5 mih8,,Ē siau-hòa ê mi̍h,,E7 siau-hua3 e5 mih8,,Ē siau-huà ê mi̍h,,易消化的東西,576
4137,Be7 siau-hoa3 e5 mih8,,Bē siau-hòa ê mi̍h,,Be7 siau-hua3 e5 mih8,,Bē siau-huà ê mi̍h,,不容易消化的東西,576
4138,Siau-hong5 tui7,,Siau-hông tūi,,Siau-hong5 tui7,,Siau-hông tuī,,消防隊,576
4139,Siau-tok8,,Siau-to̍k,,Siau-tok8,,Siau-to̍k,,消毒,577
4140,Siau-tok8-chui2,,Siau-to̍k-chúi,,Siau-tok8-tsui2,,Siau-to̍k-tsuí,,消毒水,577
4141,Siau3,,Siàu,,Siau3,,Siàu,,帳,577
4142,Ki3-siau3,,Kì-siàu,,Ki3-siau3,,Kì-siàu,,記帳,577
4143,Tho2-siau3,,Thó-siàu,,Tho2-siau3,,Thó-siàu,,索帳、討帳,577
4144,Siu-siau3,,Siu-siàu,,Siu-siau3,,Siu-siàu,,收帳,577
4145,Siau2-soat,,Siáu-soat,,Siau2-suat,,Siáu-suat,,小說,578
4146,Sim2-mih8,Siann2-hoe3,Sím-mi̍h,Siáⁿ-hòe,Sim2-mih8,Siann2-hue3,Sím-mi̍h,Siánn-huè,什麼,578
4147,Sim2-mih8 lang5,Siann2-lang5,Sím-mi̍h lâng,Siáⁿ-lâng,Sim2-mih8 lang5,Siann2-lang5,Sím-mi̍h lâng,Siánn-lâng,什麼人,578
4148,Sim2-mih8 khoan2,,Sím-mi̍h khoán,,Sim2-mih8 khuan2,,Sím-mi̍h khuán,,什麼樣子,578
4149,Sim2-mih8 si5,Sim2-mih8 si5-chun7,Sím-mi̍h sî,Sím-mi̍h sî-chūn,Sim2-mih8 si5,Sim2-mih8 si5-tsun7,Sím-mi̍h sî,Sím-mi̍h sî-tsūn,什麼時候,578
4150,Sim2-mih8 soo2-chai7,,Sím-mi̍h só͘-chāi,,Sim2-mih8 soo2-tsai7,,Sím-mi̍h sóo-tsāi,,什麼地方,578
4151,Sim-sek,,Sim-sek,,Sim-sik,,Sim-sik,,有趣,579
4152,Sim,Sim-koann,Sim,Sim-koaⁿ,Sim,Sim-kuann,Sim,Sim-kuann,心、心臟,579
4153,Ti7 sim-lai7,,Tī sim-lāi,,Ti7 sim-lai7,,Tī sim-lāi,,在心中,579
4154,Phainn2 sim,,Pháiⁿ sim,,Phainn2 sim,,Pháinn sim,,性情惡劣的,579
4155,Ho2-sim,,Hó-sim,,Ho2-sim,,Hó-sim,,仁慈的,579
4156,Liong5-sim,,Liông-sim,,Liong5-sim,,Liông-sim,,良心,579
4157,Sim-pu7,,Sim-pū,,Sim-pu7,,Sim-pū,,媳婦,579
4158,Sim2-phoann3,,Sím-phòaⁿ,,Sim2-phuann3,,Sím-phuànn,,審判,579
4159,Kong-sim2-phoann3,,Kong-sím-phòaⁿ,,Kong-sim2-phuann3,,Kong-sím-phuànn,,公審判,580
4160,Su-sim2-phoann3,,Su-sím-phòaⁿ,,Su-sim2-phuann3,,Su-sím-phuànn,,私審判,580
4161,Sin5-hu7,,Sîn-hū,,Sin5-hu7,,Sîn-hū,,神父,580
4162,Sin5,,Sîn,,Sin5,,Sîn,,神,580
4163,Sin5-bun5,,Sîn-bûn,,Sin5-bun5,,Sîn-bûn,,新聞,580
4164,Sin3,,Sìn,,Sin3,,Sìn,,信,580
4165,Be5-sin3,,Bê-sìn,,Be5-sin3,,Bê-sìn,,迷信,580
4166,Sin3-iong7,,Sìn-iōng,,Sin3-iong7,,Sìn-iōng,,信用,580
4167,Sin3-tek,,Sìn-tek,,Sin3-tik,,Sìn-tik,,信德,581
4168,Sin-tek,,Sin-tek,,Sin-tik,,Sin-tik,,新竹,581
4169,Sin-niu5,,Sin-niû,,Sin-niu5,,Sin-niû,,新娘,581
4170,Sin-kiann2 sai3,,Sin-kiáⁿ sài,,Sin-kiann2 sai3,,Sin-kiánn sài,,新郎,581
4171,Sin-long5 sin-pu7,,Sin-lông sin-pū,,Sin-long5 sin-pu7,,Sin-lông sin-pū,,新郎新婦,581
4172,Sin-sui2,Goeh8-kip,Sin-súi,Goe̍h-kip,Sin-sui2,Gueh8-kip,Sin-suí,Gue̍h-kip,薪水,581
4173,Sin5-seng3,,Sîn-sèng,,Sin5-sing3,,Sîn-sìng,,神聖,581
4174,Sin5-beng5,Sin5,Sîn-bêng,Sîn,Sin5-bing5,Sin5,Sîn-bîng,Sîn,神明,581
4175,Sin5-keng,,Sîn-keng,,Sin5-king,,Sîn-king,,神經,581
4176,Sin5-keng soe-jiok8,,Sîn-keng soe-jio̍k,,Sin5-king sue-jiok8,,Sîn-king sue-jio̍k,,神經衰弱,582
4177,Sin-keng thiann3,,Sin-keng thiàⁿ,,Sin-king thiann3,,Sin-king thiànn,,神經痛,582
4178,Sin-gi2,,Sin-gí,,Sin-gi2,,Sin-gí,,新語,582
4179,Sin-lek8,,Sin-le̍k,,Sin-lik8,,Sin-li̍k,,新曆、陽曆,582
4180,Sin-kau3,,Sin-kàu,,Sin-kau3,,Sin-kàu,,新教,582
4181,Sin-ni5,,Sin-nî,,Sin-ni5,,Sin-nî,,新年,583
4182,Sin-heng5,,Sin-hêng,,Sin-hing5,,Sin-hîng,,新型,583
4183,Sin-sek,,Sin-sek,,Sin-sik,,Sin-sik,,新式,583
4184,Sin3-ho7,,Sìn-hō,,Sin3-ho7,,Sìn-hō,,信號,583
4185,Sio,,Sio,,Sio,,Sio,,熱,583
4186,Sio,,Sio,,Sio,,Sio,,燒,584
4187,Sio2-ti7,,Sió-tī,,Sio2-ti7,,Sió-tī,,弟弟,584
4188,Sio-phah,,Sio-phah,,Sio-phah,,Sio-phah,,打架,584
4189,Sio-ma7,Sio-me7,Sio-mā,Sio-mē,Sio-ma7,Sio-me7,Sio-mā,Sio-mē,吵架,584
4190,Sio-tang5,Sio-siang5,Sio-tâng,Sio-siâng,Sio-tang5,Sio-siang5,Sio-tâng,Sio-siâng,相同,584
4191,Sio-thai5,,Sio-thâi,,Sio-thai5,,Sio-thâi,,戰爭、打仗,584
4192,Sio2-chia2,,Sió-chiá,,Sio2-tsia2,,Sió-tsiá,,小姐,584
4193,Sio2-pian7,,Sió-piān,,Sio2-pian7,,Sió-piān,,小便,585
4194,Sio2-khoa2,,Sió-khóa,,Sio2-khua2,,Sió-khuá,,微細的、少些,585
4195,Sio2-be7,,Sió-bē,,Sio2-be7,,Sió-bē,,零賣、零售,585
4196,Siok-sia3,,Siok-sià,,Siok-sia3,,Siok-sià,,宿舍,585
4197,Siok-sia3-hui3,,Siok-sià-hùi,,Siok-sia3-hui3,,Siok-sià-huì,,宿舍費,585
4198,Siok-sia3 seng,,Siok-sià seng,,Siok-sia3 sing,,Siok-sià sing,,宿舍生,585
4199,Siok8-sin,,Sio̍k-sin,,Siok8-sin,,Sio̍k-sin,,贖身,586
4200,Siong7 ho2,,Siōng hó,,Siong7 ho2,,Siōng hó,,最好、頂好,586
4201,Siong ho2,,Siong hó,,Siong ho2,,Siong hó,,友好、相好,586
4202,Siong-chhin siong-ai3,,Siong-chhin siong-aì,,Siong-tshin siong-ai3,,Siong-tshin siong-ài,,相親相愛,586
4203,Siong-sin3,,Siong-sìn,,Siong-sin3,,Siong-sìn,,相信,586
4204,Siong7,,Siōng,,Siong7,,Siōng,,像,587
4205,Seng3-siong7,,Sèng-siōng,,Sing3-siong7,,Sìng-siōng,,聖像,587
4206,Siong3,,Siòng,,Siong3,,Siòng,,相片,587
4207,Hip siong3,,Hip siòng,,Hip siong3,,Hip siòng,,照相,587
4208,Siong3-kheng,,Siòng-kheng,,Siong3-khing,,Siòng-khing,,相框、鏡框,587
4209,Siong3,,Siòng,,Siong3,,Siòng,,瞄準、凝視,587
4210,Siong-giap8,,Siong-gia̍p,,Siong-giap8,,Siong-gia̍p,,商業,587
4211,Siong7-kho3,,Siōng-khò,,Siong7-kho3,,Siōng-khò,,上課,588
4212,Siong5-siong5,,Siông-siông,,Siong5-siong5,,Siông-siông,,常常,588
4213,Siong5-sek,,Siông-sek,,Siong5-sik,,Siông-sik,,嘗試,588
4214,Siong-hai7,,Siong-hāi,,Siong-hai7,,Siong-hāi,,傷害,588
4215,Siong3-mia7,,Siòng-miā,,Siong3-mia7,,Siòng-miā,,相命,588
4216,Siong-tiong7,,Siong-tiōng,,Siong-tiong7,,Siong-tiōng,,沈重、厲害,588
4217,Siong-sim,,Siong-sim,,Siong-sim,,Siong-sim,,傷心,588
4218,Siong5-se3,,Siông-sè,,Siong5-se3,,Siông-sè,,詳細,589
4219,Sip8-ji7-ke3,,Si̍p-jī-kè,,Sip8-ji7-ke3,,Si̍p-jī-kè,,十字架,589
4220,Sip8-koan3,,Si̍p-koàn,,Sip8-kuan3,,Si̍p-kuàn,,習慣,589
4221,Sip-khi3,,Sip-khì,,Sip-khi3,,Sip-khì,,濕氣,589
4222,Sip8-ji7-loo7,,Si̍p-jī-lō͘,,Sip8-ji7-loo7,,Si̍p-jī-lōo,,十字路,589
4223,Sip,,Sip,,Sip,,Sip,,濕,590
4224,Sit8-chai7,,Si̍t-chāi,,Sit8-tsai7,,Si̍t-tsāi,,實在,590
4225,Sit8-chai7 si7 an2-ni,,Si̍t-chāi sī án-ni,,Sit8-tsai7 si7 an2-ni,,Si̍t-tsāi sī án-ni,,實在是這樣,590
4226,Sit8-chai7 u7-iann2,,Si̍t-chāi ū-iáⁿ,,Sit8-tsai7 u7-iann2,,Si̍t-tsāi ū-iánn,,實在是真的,590
4227,Sit,,Sit,,Sit,,Sit,,熄,590
4228,Sit8,,Si̍t,,Sit8,,Si̍t,,翼、翅膀,590
4229,Sit-le2,,Sit-lé,,Sit-le2,,Sit-lé,,請原諒、失禮、失陪,591
4230,Sit8-but8,,Si̍t-bu̍t,,Sit8-but8,,Si̍t-bu̍t,,植物,591
4231,Sit8-sip8,,Si̍t-si̍p,,Sit8-sip8,,Si̍t-si̍p,,實習,591
4232,Sit8-sip8 sek,,Si̍t-si̍p sek,,Sit8-sip8 sik,,Si̍t-si̍p sik,,實習室,591
4233,Sit-pai7,,Sit-pāi,,Sit-pai7,,Sit-pāi,,失敗,591
4234,Sit8-tng5,,Si̍t-tn̂g,,Sit8-tng5,,Si̍t-tn̂g,,食堂,592
4235,Sit8-iong7,,Si̍t-iōng,,Sit8-iong7,,Si̍t-iōng,,實用,592
4236,Sit bian7-chu2,Sit the2-bian7,Sit biān-chú,Sit thé-biān,Sit bian7-tsu2,Sit the2-bian7,Sit biān-tsú,Sit thé-biān,失面子,592
4237,Sit-bong7,Sit-bang7,Sit-bōng,Sit-bāng,Sit-bong7,Sit-bang7,Sit-bōng,Sit-bāng,失望,592
4238,Siu7,,Siū,,Siu7,,Siū,,受、被,593
4239,Siu7,,Siū,,Siu7,,Siū,,受,593
4240,Siu7-khi3,,Siū-khì,,Siu7-khi3,,Siū-khì,,生氣,594
4241,Hoat siu7-khi3,,Hoat siū-khì,,Huat siu7-khi3,,Huat siū-khì,,生氣,594
4242,Siu-seng5,,Siu-sêng,,Siu-sing5,,Siu-sîng,,收成、收穫,594
4243,Siu-tang,,Siu-tang,,Siu-tang,,Siu-tang,,收穫,594
4244,Siu-li2,,Siu-lí,,Siu-li2,,Siu-lí,,修理,594
4245,Siu,,Siu,,Siu,,Siu,,收,594
4246,Siu tian7-hoe2 chinn5,,Siu tiān-hóe chîⁿ,,Siu tian7-hue2 tsinn5,,Siu tiān-hué tsînn,,收電費,595
4247,Siu chui2-to7 chinn5,,Siu chúi-tō chîⁿ,,Siu tsui2-to7 tsinn5,,Siu tsuí-tō tsînn,,收自來水費,595
4248,Siu toh-teng2,,Siu toh-téng,,Siu toh-ting2,,Siu toh-tíng,,收拾碗盤,595
4249,Siu-khi2 lai5,,Siu-khí lâi,,Siu-khi2 lai5,,Siu-khí lâi,,收起來,595
4250,Siu-pang5-keng,,Siu-pâng-keng,,Siu-pang5-king,,Siu-pâng-king,,收房間,595
4251,Siu-phoe,Siu-phe,Siu-phoe,Siu-phe,Siu-phue,Siu-phe,Siu-phue,Siu-phe,收信,595
4252,Siu-siau3,,Siu-siàu,,Siu-siau3,,Siu-siàu,,收帳,595
4253,Siu-li3,,Siu-lì,,Siu-li3,,Siu-lì,,收據,595
4254,Siu-tiau5,,Siu-tiâu,,Siu-tiau5,,Siu-tiâu,,收條,595
4255,Siu-iong5,,Siu-iông,,Siu-iong5,,Siu-iông,,收容,596
4256,Siu-su7,,Siu-sū,,Siu-su7,,Siu-sū,,修士,596
4257,Siu-li2,,Siu-lí,,Siu-li2,,Siu-lí,,修女,596
4258,Siu-to7-inn7,,Siu-tō-īⁿ,,Siu-to7-inn7,,Siu-tō-īnn,,修道院,596
4259,Sio2 siu-inn7,,Sió siu-īⁿ,,Sio2 siu-inn7,,Sió siu-īnn,,小修院,596
4260,Toa7 siu-inn7,,Tōa siu-īⁿ,,Tua7 siu-inn7,,Tuā siu-īnn,,大修院,596
4261,Siu-seng,,Siu-seng,,Siu-sing,,Siu-sing,,修生,597
4262,Siu2,,Siú,,Siu2,,Siú,,守,597
4263,Siu2-chu2-jit8,,Siú-chú-ji̍t,,Siu2-tsu2-jit8,,Siú-tsú-ji̍t,,守主日,597
4264,Siu2-kui-ki2,,Siú-kui-kí,,Siu2-kui-ki2,,Siú-kui-kí,,守規矩,597
4265,Siu2-chiam-le2,,Siú-chiam-lé,,Siu2-tsiam-le2,,Siú-tsiam-lé,,守瞻禮,597
4266,Siu2-kai3-beng7,,Siú-kài-bēng,,Siu2-kai3-bing7,,Siú-kài-bīng,,守誡命,597
4267,Siu2-si5-kan,,Siú-sî-kan,,Siu2-si5-kan,,Siú-sî-kan,,手時間,597
4268,Siu-chhui3-chhiu,Siu-bin7,Siu-chhùi-chhiu,Siu-bīn,Siu-tshui3-tshiu,Siu-bin7,Siu-tshuì-tshiu,Siu-bīn,剃鬚、€面,597
4269,Siu hoo7 tah,,Siu hō͘ tah,,Siu hoo7 tah,,Siu hōo tah,,剃的乾淨,597
4270,Siu3,,Siù,,Siu3,,Siù,,刺繡,597
4271,Siu3-ji7,,Siù-jī,,Siu3-ji7,,Siù-jī,,繡字,597
4272,Siu3-hoe,,Siù-hoe,,Siu3-hue,,Siù-hue,,繡花,597
4273,Siu-im-ki,,Siu-im-ki,,Siu-im-ki,,Siu-im-ki,,收音機,598
4274,Siu5,,Siû,,Siu5,,Siû,,游,598
4275,Siu7,,Siū,,Siu7,,Siū,,巢,598
4276,Siunn7,,Siūⁿ,,Siunn7,,Siūnn,,想,598
4277,Siunn7 be7 chhut,,Siūⁿ bē chhut,,Siunn7 be7 tshut,,Siūnn bē tshut,,想不出,598
4278,Siunn7  e7 chhut,,Siūⁿ  ē chhut,,Siunn7  e7 tshut,,Siūnn  ē tshut,,想得出,598
4279,Siunn7 boeh,,Siūⁿ boeh,,Siunn7 bueh,,Siūnn bueh,,想要,599
4280,Siunn7-cho3,Siunn7-kong2,Siūⁿ-chò,Siūⁿ-kóng,Siunn7-tso3,Siunn7-kong2,Siūnn-tsò,Siūnn-kóng,以為,599
4281,Siunn-a2,,Siuⁿ-á,,Siunn-a2,,Siunn-á,,箱子,601
4282,Siunn,,Siuⁿ,,Siunn,,Siunn,,太過,601
4283,Siunn oann3,,Siuⁿ oàⁿ,,Siunn uann3,,Siunn uànn,,太慢,601
4284,Siunn2-su3,,Siúⁿ-sù,,Siunn2-su3,,Siúnn-sù,,賞賜,601
4285,Siunn2-kim,,Siúⁿ-kim,,Siunn2-kim,,Siúnn-kim,,賞金,601
4286,Sng,,Sng,,Sng,,Sng,,酸、累,602
4287,Sng-chhoo3,,Sng-chhò͘,,Sng-tshoo3,,Sng-tshòo,,醋,602
4288,Sng2,,Sńg,,Sng2,,Sńg,,玩,602
4289,Sng3-siau3,,Sǹg-siàu,,Sng3-siau3,,Sǹg-siàu,,算帳,602
4290,Sng3-poann5,,Sǹg-pôaⁿ,,Sng3-puann5,,Sǹg-puânn,,算盤,602
4291,Sng,,Sng,,Sng,,Sng,,霜,602
4292,So2,Chit8 mng5 so2,Só,Chi̍t mn̂g só,So2,Tsit8 mng5 so2,Só,Tsi̍t mn̂g só,鎖,603
4293,So2 khi2-lai5,,Só khí-lâi,,So2 khi2-lai5,,Só khí-lâi,,鎖起來,603
4294,So2-si5,,Só-sî,,So2-si5,,Só-sî,,鑰匙,603
4295,So,,So,,So,,So,,摸、撫,603
4296,So5,,Sô,,So5,,Sô,,爬行,603
4297,Soo2-chai7,,Só͘-chāi,,Soo2-tsai7,,Sóo-tsāi,,所在、地方,604
4298,Chit soo2-chai7,Chit-ê soo2-chai7,Chit só͘-chāi,Chit-ê só͘-chāi,Tsit soo2-tsai7,Tsit-ê soo2-tsai7,Tsit sóo-tsāi,Tsit-ê sóo-tsāi,這個地方,604
4299,Hit soo2-chai7,Hit ê soo2-chai7,Hit só͘-chāi,Hit ê só͘-chāi,Hit soo2-tsai7,Hit ê soo2-tsai7,Hit sóo-tsāi,Hit ê sóo-tsāi,那個地方,604
4300,Soo2,,Só͘,,Soo2,,Sóo,,所,604
4301,Soo2-i2,,Só͘-í,,Soo2-i2,,Sóo-í,,所以,604
4302,Soo3-hak8,,Sò͘-ha̍k,,Soo3-hak8,,Sòo-ha̍k,,數學,604
4303,Soo2-hui3,,Só͘-hùi,,Soo2-hui3,,Sóo-huì,,費用,604
4304,Soo,Chhe3,So͘,Chhè,Soo,Tshe3,Soo,Tshè,脆、易碎的,605
4305,Soo2-suh,,Só͘-suh,,Soo2-suh,,Sóo-suh,,醬油(外國式的),605
4306,Soa,,Soa,,Sua,,Sua,,砂,605
4307,Soa-lau7,,Soa-lāu,,Sua-lau7,,Sua-lāu,,過濾器,606
4308,Soa2,,Sóa,,Sua2,,Suá,,搬、移動,606
4309,Soa3,,Sòa,,Sua3,,Suà,,繼續,606
4310,Sun7-soa3,,Sūn-sòa,,Sun7-sua3,,Sūn-suà,,順便,606
4311,Soa-hi5,,Soa-hî,,Sua-hi5,,Sua-hî,,鯊魚,606
4312,Soann,,Soaⁿ,,Suann,,Suann,,山,607
4313,Ti7 soann-teng2,,Tī soaⁿ-téng,,Ti7 suann-ting2,,Tī suann-tíng,,在山上,607
4314,Soann3,,Sòaⁿ,,Suann3,,Suànn,,線,607
4315,Ian5-soann3,,Iân-sòaⁿ,,Ian5-suann3,,Iân-suànn,,鉛線,607
4316,Tian7-soann3,,Tiān-sòaⁿ,,Tian7-suann3,,Tiān-suànn,,電線,607
4317,Tang5-soann3,,Tâng-sòaⁿ,,Tang5-suann3,,Tâng-suànn,,銅線,607
4318,Soann3,,Sòaⁿ,,Suann3,,Suànn,,散,607
4319,Soann3 phong2-phong2,,Sòaⁿ phóng-phóng,,Suann3 phong2-phong2,,Suànn phóng-phóng,,亂七八糟,607
4320,Soah,,Soah,,Suah,,Suah,,終於、然而,608
4321,Soah,,Soah,,Suah,,Suah,,終、停、完,608
4322,Soann7-a2,,Sōaⁿ-á,,Suann7-a2,,Suānn-á,,芒果,609
4323,Soan-thoan5,,Soan-thoân,,Suan-thuan5,,Suan-thuân,,宣傳,609
4324,Soan-thoan5-toann,,Soan-thoân-toaⁿ,,Suan-thuan5-tuann,,Suan-thuân-tuann,,宣傳單,609
4325,Soan-thoan5-hui3,,Soan-thoân-hùi,,Suan-thuan5-hui3,,Suan-thuân-huì,,宣傳費,609
4326,Soan-chian3,,Soan-chiàn,,Suan-tsian3,,Suan-tsiàn,,宣戰,609
4327,Soan-gian5,,Soan-giân,,Suan-gian5,,Suan-giân,,宣言,609
4328,Soan-koo3,,Soan-kò͘,,Suan-koo3,,Suan-kòo,,宣告,609
4329,Soan-koo3 si2-heng5,,Soan-kò͘ sí-hêng,,Suan-koo3 si2-hing5,,Suan-kòo sí-hîng,,宣告死刑,609
4330,Soan-se3,Chiu3-choa7,Soan-sè,Chiù-chōa,Suan-se3,Tsiu3-tsua7,Suan-sè,Tsiù-tsuā,宣誓,609
4331,Soan3-sut8,,Soàn-su̍t,,Suan3-sut8,,Suàn-su̍t,,算術,610
4332,Soan2,,Soán,,Suan2,,Suán,,選,610
4333,Soan2-chhiu2,,Soán-chhiú,,Suan2-tshiu2,,Suán-tshiú,,選手,610
4334,Soan2-ki2,,Soán-kí,,Suan2-ki2,,Suán-kí,,選舉,610
4335,Soan3-thau5,,Soàn-thâu,,Suan3-thau5,,Suàn-thâu,,蒜頭,610
4336,Soan3-a2,,Soàn-á,,Suan3-a2,,Suàn-á,,大蒜,610
4337,Soat-bun5,Te5-khoo,Soat-bûn,Tê-kho͘,Suat-bun5,Te5-khoo,Suat-bûn,Tê-khoo,香皂、肥皂,610
4338,Soat-beng5,,Soat-bêng,,Suat-bing5,,Suat-bîng,,說明,610
4339,Soe3,,Sòe,,Sue3,,Suè,,稅,611
4340,Soe3-koan,,Sòe-koan,,Sue3-kuan,,Suè-kuan,,稅關、海關,611
4341,Kaon-soe3,,Kaon-sòe,,Kaon-sue3,,Kaon-suè,,關稅,611
4342,Soo2-tek soe3,,Só͘-tek sòe,,Soo2-tik sue3,,Sóo-tik suè,,所得稅,611
4343,Chhu3-soe3,,Chhù-sòe,,Tshu3-sue3,,Tshù-suè,,房租,611
4344,Kho3-soe3,,Khò-sòe,,Kho3-sue3,,Khò-suè,,課稅、賦稅,611
4345,Lap3-soe3,,Làp-sòe,,Lap3-sue3,,Làp-suè,,納稅,611
4346,Soe3,Choo,Sòe,Cho͘,Sue3,Tsoo,Suè,Tsoo,租,611
4347,Soeh-beng5,,Soeh-bêng,,Sueh-bing5,,Sueh-bîng,,說明,612
4348,Soeh-sia7,,Soeh-siā,,Sueh-sia7,,Sueh-siā,,道謝、說謝,612
4349,Soh-a2,,Soh-á,,Soh-a2,,Soh-á,,繩子,613
4350,Song2-khoai3,,Sóng-khoài,,Song2-khuai3,,Sóng-khuài,,爽快,613
4351,Song-su7,,Song-sū,,Song-su7,,Song-sū,,喪事,613
4352,Song5,,Sông,,Song5,,Sông,,有土包子氣,613
4353,Su3-hong,,Sù-hong,,Su3-hong,,Sù-hong,,四方、平方,614
4354,Nng7 chhioh su3-hong,,Nn̄g chhioh sù-hong,,Nng7 tshioh su3-hong,,Nn̄g tshioh sù-hong,,二尺四方、二尺平方,614
4355,Nng7 hong-chhioh,,Nn̄g hong-chhioh,,Nng7 hong-tshioh,,Nn̄g hong-tshioh,,二方尺、二平方尺,614
4356,Su3-si7,,Sù-sī,,Su3-si7,,Sù-sī,,舒適、舒當,614
4357,Su,,Su,,Su,,Su,,輸、敗,614
4358,Su2-ka2,,Sú-ká,,Su2-ka2,,Sú-ká,,暑假,614
4359,Su3,,Sù,,Su3,,Sù,,賜,614
4360,Su-lip8,,Su-li̍p,,Su-lip8,,Su-li̍p,,私立,615
4361,Su-siat,,Su-siat,,Su-siat,,Su-siat,,私設,615
4362,Su-siong2,,Su-sióng,,Su-siong2,,Su-sióng,,思想,615
4363,Su7-cheng5,,Sū-chêng,,Su7-tsing5,,Sū-tsîng,,事情,615
4364,Su7,Tai7-chi3,Sū,Tāi-chì,Su7,Tai7-tsi3,Sū,Tāi-tsì,事、事情,615
4365,Su-iau3,,Su-iàu,,Su-iau3,,Su-iàu,,需要,615
4366,Chit8 su sann,,Chi̍t su saⁿ,,Tsit8 su sann,,Tsi̍t su sann,,一套衣服,616
4367,Su-huih,Su-hoeh,Su-huih,Su-hoeh,Su-huih,Su-hueh,Su-huih,Su-hueh,輸血,616
4368,Su2-beng7,,Sú-bēng,,Su2-bing7,,Sú-bīng,,使命,616
4369,Su7-giap8,,Sū-gia̍p,,Su7-giap8,,Sū-gia̍p,,事業,616
4370,Su7-koo3,,Sū-kò͘,,Su7-koo3,,Sū-kòo,,事故,616
4371,Kau-thong su7-koo3,,Kau-thong sū-kò͘,,Kau-thong su7-koo3,,Kau-thong sū-kòo,,交通事故,616
4372,Su7-sit8,,Sū-si̍t,,Su7-sit8,,Sū-si̍t,,事實,617
4373,Suh,,Suh,,Suh,,Suh,,吸,617
4374,Sui2,,Súi,,Sui2,,Suí,,美麗,617
4375,Sui5-si5,,Sûi-sî,,Sui5-si5,,Suî-sî,,即時、馬上,618
4376,Sui-jian5,,Sui-jiân,,Sui-jian5,,Sui-jiân,,雖然,618
4377,Sui5-pian7,,Sûi-piān,,Sui5-pian7,,Suî-piān,,隨便,618
4378,Sun7-soa3,,Sūn-sòa,,Sun7-sua3,,Sūn-suà,,順便,618
4379,Sun7-soa3,,Sūn-sòa,,Sun7-sua3,,Sūn-suà,,孫,619
