id,poj_unicode,poj_input,kiplmj_unicode,kiplmj_input,abbreviations,noun_classifiers,reduplication,hoabun,english_descriptions,page_number
7680,ē-khui,e7-khui,ē-khui,e7-khui,"pVmod ",,,能開,"able to open, can open",
7681,ē-lâi,e7-lai5,ē-lâi,e7-lai5,"Vph ",,,會來,will come (simple future),
7682,ē-lâi,e7-lai5,ē-lâi,e7-lai5,"pVmod ",,,會，能,"able to, can (not too difficult, cf e7-hiau2, e7-khi3)",
7683,ē-lâm,e7-lam5,ē-lâm,e7-lam5,"N ",châng,,下楠,"Indian barringtonia, Barringtonia asiatica",
7684,ē-lé-pài,e7-le2-pai3,ē-lé-pài,e7-le2-pai3,"Nt ",,,下禮拜,next week (syn au7-le2-pai3),
7685,ē-lī,e7-li7,ē-lī,e7-li7,"pVmod ",,,(做)得了,"able to, can",
7686,ē-liáu,e7-liau2,ē-liáu,e7-liau2,"pVmod ",,,完,"able to finish, can finish (quantity not excessive)",
7687,ē-lún-tit,e7-lun2-tit,ē-lún-tit,e7-lun2-tit,"Vph ",,,忍得住,"be bearable (pain, cold, sorrow, etc, cf e7-kham-tit)",
7688,ē-nî,e7-ni5,ē-nî,e7-ni5,"Nt ",,,下一年,"next year (NT, ST e7-tang)",
7689,ē-pái,e7-pai2,ē-pái,e7-pai2,"Nt ",,,下次,next time,
7690,ē-pêng,e7-peng5,ē-pîng,e7-ping5,"N ",,,下邊,"underside, lower surface (cf e7-bin7, e7-kha, e7-toe2 / te2)",
7691,ē-piâⁿ,e7-piann5,ē-piânn,e7-piann5,N Gram,,,下平,"lower even tone, 5th tone",
7692,ē-po͘,e7-poo,ē-poo,e7-poo,"Nt ",,,下午,"afternoon, this afternoon",
7693,ē-pòaⁿ,e7-poann3,ē-puànn,e7-puann3,"Nsub ",,,下一半,"second half, lower half",
7694,ē-pòaⁿ-po͘,e7-poann3-poo,ē-puànn-poo,e7-puann3-poo,"Nt ",,,下午,afternoon,
7695,ē-pôaⁿ,e7-poann5,ē-puânn,e7-puann5,"N ",,,零售,retail business,
7696,ē-pòe,e7-poe3,ē-puè,e7-pue3,"N ",,,下一輩，後輩,"person lower in genealogical rank as sons, nephews etc",
7697,ē-phiâⁿ,e7-phiann5,ē-phiânn,e7-phiann5,"Np ",,,下坡,lower slope (of a hill),
7698,ē-sái (-tit),e7-sai2 (-tit),ē-sái (-tit),e7-sai2 (-tit),"Vph ",,,可駕駛,can be driven (condition of a car),
7699,ē-sái (-tit),e7-sai2 (-tit),ē-sái (-tit),e7-sai2 (-tit),"AV ",,,可以,"may, it is permissible to (active idea, cf e7-tang3)",
7700,ē-séng-tit,e7-seng2-tit,ē-síng-tit,e7-sing2-tit,"Vph ",,,能省的,can save (money),
7701,ē-sêng,e7-seng5,ē-sîng,e7-sing5,"pVmod ",,,能成，能行,"able to, can (do sthg one wishes to do)",
7702,ē-si,e7-si,ē-si,e7-si,"N ",ê,,部屬,lower official (ant teng2-si),
7703,ē-sin,e7-sin,ē-sin,e7-sin,"N ",,,下身,lower part of body,
7704,ē-tāi,e7-tai7,ē-tāi,e7-tai7,"N ",,,下一代,next generation,
7705,ē-tang,e7-tang,ē-tang,e7-tang,"Nt ",,,下一年,"next year (ST, cf NT e7-ni5)",
7706,ē-tang,e7-tang,ē-tang,e7-tang,"N ",,,第二收穫期,"second rice harvest, latter part of the year",
7707,ē-tàng,e7-tang3,ē-tàng,e7-tang3,"AV ",,,能,"can, be allowed to (circumstances permit)",
7708,ē-táu,e7-tau2,ē-táu,e7-tau2,"N ",,,下巴,chin,
7709,ē-tàu,e7-tau3,ē-tàu,e7-tau3,"Nt ",,,午後,"afternoon, early afternoon",
7710,ē-tàu-tǹg,e7-tau3-tng3,ē-tàu-tǹg,e7-tau3-tng3,"N ",,,中餐,lunch (noon meal),
7711,ē-té,e7-te2,ē-té,e7-te2,"PW ",,,下面,"under, below, beneath (with no intervening space)",
7712,ē-tiâu,e7-tiau5,ē-tiâu,e7-tiau5,"pVmod ",,,會,"able to, can",
7713,ē-tio̍h,e7-tioh8,ē-tio̍h,e7-tioh8,"pVmod ",,,能達到,"able to, can (achieve a desired objective)",
7714,ē-tit,e7-tit,ē-tit,e7-tit,"AV ",,,能夠，會,"can, to be able to (possibility, cf e7-tang3)",
7715,ē-tit-khì,e7-tit-khi3,ē-tit-khì,e7-tit-khi3,"pVmod ",,,(做)得完,"able to, can (quantity not excessive)",
7716,ē-tit-thang,e7-tit-thang,ē-tit-thang,e7-tit-thang,"AV ",,,能,"can, able to (circumstances permit)",
7717,ē-tóe,e7-toe2,ē-tué,e7-tue2,"PW ",,,下面,"under, below, beneath (with no intervening space) (cf e7-bin7, e7-kha, e7-peng5)",
7718,ē-to̍h,e7-toh8,ē-to̍h,e7-toh8,"pVmod ",,,燃得著,can (kindle a light),
7719,ē-tún,e7-tun2,ē-tún,e7-tun2,"N ",téng,,磨石(下),lower millstone,
7720,ē-tûn,e7-tun5,ē-tûn,e7-tun5,"N ",,,下唇,lower lip,
7721,ē-thâu,e7-thau5,ē-thâu,e7-thau5,"N ",,,南部，下方,"lower part (of a building), southern part (of a village or town)",
7722,"Eⁿ, eⁿ","Enn, enn","Enn, enn","Enn, enn"," ",,,,,
7723,eⁿ-á,enn-a2,enn-á,enn-a2,"N ",ê,,嬰兒,"infant, baby",
7724,êⁿ,enn5,ênn,enn5,"IE ",,,哦,Eh! (indicates surprise or doubt),
7725,êⁿ-á,enn5-a2,ênn-á,enn5-a2,"N ",ki,,樑,roof-beam,
7726,"Eh, eh","Eh, eh","Eh, eh","Eh, eh"," ",,,,,
7727,eh,eh,eh,eh,"N ",,,噎,"belch, burp <phah-eh : to burp or belch>",
7728,eh-á,eh-a2,eh-á,eh-a2,"N ",,,呃,"hiccup, singultus",
7729,eh-ūn,eh-un7,eh-ūn,eh-un7,"N ",,,厄運,"bad luck, ill fortune",
7730,e̍h,eh8,e̍h,eh8,"SV ",,"e̍h-e̍h, e̍h-e̍h-e̍h, e̍h-chiN-chiN",窄,"confined (space), narrow",
7731,e̍h-kheh,eh8-kheh,e̍h-kheh,eh8-kheh,"SV ",,,擁擠,crowded,
7732,e̍h-sè,eh8-se3,e̍h-sè,eh8-se3,"SV ",,,矮,short (person),
7733,"Ek, ek","Ek, ek","Ik, ik","Ik, ik"," ",,,,,
7734,ek,ek,ik,ik,"Nu ",,,億,"100 million, 108 (syn ban7-ban7)",
7735,ek,ek,ik,ik,"V ",,,溢,"overflow, spill over, slop over (liquid), surge (waves, battle line)",
7736,ek,ek,ik,ik,"V ",,,溢,bring up (a little acid or fluid from the stomach inte the mouth),
7737,ek-che,ek-che,ik-tse,ik-tse,"V ",,,抑制,"bring under control (epidemic), discourage (rebellion), hold down (prices, inflation, etc)",
7738,Ek-chek-khek-hí,Ek-chek-khek-hi2,Ik-tsik-khik-hí,Ik-tsik-khik-hi2,N pers Bib RC,,,厄則克耳,Ezeckiel (cf I5-se-kiat),
7739,ek-chhek,ek-chhek,ik-tshik,ik-tshik,"V ",,,臆測,"conjecture, guess, suppose (without evidence, cf chhui-chhek)",
7740,Ek-hu̍t-só͘-su,Ek-hut8-soo2-su,Ik-hu̍t-sóo-su,Ik-hut8-soo2-su,"N Bib, RC",pún,,厄弗所書,Ephesians (cf I5-hut8-sou2),
7741,ek-le̍k,ek-lek8,ik-li̍k,ik-lik8,"N ",,,強迫,compulsion,
7742,ek-lin,ek-lin,ik-lin,ik-lin,"VO ",,,漾奶,regurgitate some milk (a baby after nursing),
7743,ek-lūn,ek-lun7,ik-lūn,ik-lun7,"N ",,,理論,"theory (more developed than ek-soat), theorem",
7744,ek-soat,ek-soat,ik-suat,ik-suat,"N ",,,臆說,hypothesis (less developed than ek-lun7),
7745,e̍k,ek8,i̍k,ik8,"V ",,,譯,translate,
7746,e̍k-biâu,ek8-biau5,i̍k-biâu,ik8-biau5,"N ",,,疫苗,vaccine,
7747,e̍k-chèng,ek8-cheng3,i̍k-tsìng,ik8-tsing3,"N ",,,疫症,"any serious communicable disease (smallpox, cholera, typhoid, etc)",
7748,e̍k-chiá,ek8-chia2,i̍k-tsiá,ik8-tsia2,"N ",ê,,譯者,translator,
7749,e̍k-hā,ek8-ha7,i̍k-hā,ik8-ha7,"N ",,,腋下,"the armpit, axilla",
7750,e̍k-ián-têng,ek8-ian2-teng5,i̍k-ián-tîng,ik8-ian2-ting5,N Zool,bé / bóe,,翼蝘蜒,"a lizard of the gekko family, Cosymbotus platyurus (col sian7-lang5 / tang5-a2)",
7751,e̍k-keng,ek8-keng,i̍k-king,ik8-king,"N ",keng,,浴室,bathroom (syn ek8-sek),
7752,e̍k-keng phû-tô,ek8-keng phu5-to5,i̍k-king phû-tô,ik8-king phu5-to5,"N ",châng,,翼莖葡萄,"Taiwan treebine, Cissus pteroclada",
7753,e̍k-kin,ek8-kin,i̍k-kin,ik8-kin,"N ",tiâu,,浴巾,"towel, bath-towel",
7754,e̍k-kun,ek8-kun,i̍k-kun,ik8-kun,"N ",tiâu,,浴巾,"towel, bath-towel",
7755,e̍k-oân,ek8-oan5,i̍k-uân,ik8-uan5,"N ",lia̍p,,睪丸,"testes, testicles",
7756,e̍k-oân-sò͘-tông,ek8-oan5-soo3-tong5,i̍k-uân-sòo-tông,ik8-uan5-soo3-tong5,N Med,,,睪丸素酮,testosterone,
7757,e̍k-poah,ek8-poah,i̍k-puah,ik8-puah,"N ",,,劃撥,postal account (for remitting funds),
7758,e̍k-phàu,ek8-phau3,i̍k-phàu,ik8-phau3,"N ",niá,,浴袍,bathrobe,
7759,e̍k-phûn,ek8-phun5,i̍k-phûn,ik8-phun5,"N ",ê,,浴盆,"bathtub (as an article which may be purchased cf ek8-ti5, ek8-thang2)",
7760,e̍k-sek,ek8-sek,i̍k-sik,ik8-sik,"N ",keng,,浴室,bathroom (syn ek8-keng),
7761,e̍k-seng,ek8-seng,i̍k-sing,ik8-sing,"N ",ê,,佾生,"male dancer who performs at the celebration of Confucius birthday (formerly 64 dancers performed on Confucius birthday, or for the Emperor, 36 dancers for a provincial governor, and 16 for lesser officials) ",
7762,e̍k-tî,ek8-ti5,i̍k-tî,ik8-ti5,"N ",ê,,浴池,"bathtub (as installed, cf ek8-phun5, ek8-thang2)",
7763,e̍k-tháng,ek8-thang2,i̍k-tháng,ik8-thang2,"N ",kha,,浴桶,"bathtub (Japanese style, cf ek8-ti5, ek8-phun5)",
7764,e̍k-thé,ek8-the2,i̍k-thé,ik8-the2,"N ",,,液體,"liquid (cf kou3-the2, khi3-the2)",
7765,"Eng, eng","Eng, eng","Ing, ing","Ing, ing"," ",,,,,
7766,eng,eng,ing,ing,"N ",lia̍p,,癰,"abscess, boil, carbuncle",
7767,eng,eng,ing,ing,"V ",,,飛揚,"put dust or ashes on (sthg), become dusty, raise dust",
7768,eng,eng,ing,ing,"SV ",,"eng-eng, eng-eng-eng, eng-phōng-phōng",飛揚,dusty,
7769,eng,eng,ing,ing,N Orn,chiah,,鶯,"warbler, any bird of the family Sylviidae",
7770,eng,eng,ing,ing,N Orn,chiah,,鶯,"Manchurian bush warbler, Horeites cantans borealis",
7771,eng,eng,ing,ing,N Orn,chiah,,鶯,"Japanese bush warbler, Horeites cantans cantans",
7772,eng (-á),eng (-a2),ing (-á),ing (-a2),"N ",chiah,,鷹,"hawk, eagle, kite, any of several birds of the genus Accipiter and related genera",
7773,eng-á,eng-a2,ing-á,ing-a2,"N ",lia̍p,,癰,"abscess, boil",
7774,eng-á-chhài,eng-a2-chhai3,ing-á-tshài,ing-a2-tshai3,"N ",châng,,英仔菜,"Chinese lettuce, Ixeris chinensis",
7775,eng-á-chháu,eng-a2-chhau2,ing-á-tsháu,ing-a2-tshau2,"N ",châng,,英仔草,"a plant of the lettuce family, Lactuca indica",
7776,eng-á-hoe,eng-a2-hoe,ing-á-hue,ing-a2-hue,"N ",châng,,小金英,"Taiwan rose, Rosa taiwanensis",
7777,eng-àm,eng-am3,ing-àm,ing-am3,"Nt ",,,今晚,tonight,
7778,eng-àm-sî,eng-am3-si5,ing-àm-sî,ing-am3-si5,"Nt ",,,晚上,"the evening, night-time",
7779,eng-bêng,eng-beng5,ing-bîng,ing-bing5,"SV ",,,英明,"clever, intelligent, sharp (mind) (col khiau2)",
7780,eng-bó͘,eng-boo2,ing-bóo,ing-boo2,"Mr ",,,英畝,"(English) acre, .405 hectare",
7781,eng-bú,eng-bu2,ing-bú,ing-bu2,"N ",chiah,,鸚鵡,"parrot, any bird of the order Psittaciformes",
7782,Eng-bûn,Eng-bun5,Ing-bûn,Ing-bun5,"N ",,,英文,"English language (orig written, now also of spoken language, cf Eng-gu2)",
7783,eng-chiáu,eng-chiau2,ing-tsiáu,ing-tsiau2,N Bib,chiah,,鷹鳥,"eagle (used of several hawks, kites, buzzards, etc)",
7784,eng-chio̍h-chí,eng-chioh8-chi2,ing-tsio̍h-tsí,ing-tsioh8-tsi2,N Ich,bé,,螢石(魚只),"either of two kinds of fish, Acrompoma japonicum or Acropoma hanedai",
7785,eng-chhì,eng-chhi3,ing-tshì,ing-tshi3,N Ent,chiah,,纓翅科,"thrips, insects of the order Thysanoptera",
7786,eng-chhioh,eng-chhioh,ing-tshioh,ing-tshioh,"M ",,,英呎,"English foot, 30.48 cm",
7787,eng-chhùn,eng-chhun3,ing-tshùn,ing-tshun3,"M ",,,英吋,"English inch, 2.54 cm",
7788,Eng-gí,Eng-gi2,Ing-gí,Ing-gi2,"N ",,,英語,English language,
7789,Eng-gú,Eng-gu2,Ing-gú,Ing-gu2,"N ",,,英語,English language,
7790,eng-hiau,eng-hiau,ing-hiau,ing-hiau,"N ",chiah,,青葉鴞,"brown owlet, brown hawk owl, Ninox scutulata scutulata",
7791,eng-hiu-liû,eng-hiu-liu5,ing-hiu-liû,ing-hiu-liu5,"N ",chiah,,青葉鴞,"brown owlet, brown hawk owl, Ninox scutulata scutulata",
7792,eng-hio̍h-chhì,eng-hioh8-chhi3,ing-hio̍h-tshì,ing-hioh8-tshi3,"N ",châng,,老虎心,"nicker-nut caesalpinia, Brazilwood, Caesalpinia crista",
7793,eng-hiông,eng-hiong5,ing-hiông,ing-hiong5,"N ",ê,,英雄,"brave person, hero",
7794,eng-hoe,eng-hoe,ing-hue,ing-hue,"N ",châng,,櫻花,"Japanese flowering cherry, Prunus serrulata",
7795,eng-hoe-kau-bún-kùi,eng-hoe-kau-bun2-kui3,ing-hue-kau-bún-kuì,ing-hue-kau-bun2-kui3,N Ich,bé,,櫻花鉤吻鮭,"fresh-water trout, Oncorhynchus masou",
7796,eng-ia,eng-ia,ing-ia,ing-ia,"SV ",,eng-ia-eng-ia,灰塵,dusty,
7797,eng-ia,eng-ia,ing-ia,ing-ia,"N ",,,灰塵,dust,
7798,eng-io̍k,eng-iok8,ing-io̍k,ing-iok8,"N ",chiah,,八哥,"Formosan crested myna, Acridotheres cristatellus formosanus",
7799,eng-jî,eng-ji5,ing-jî,ing-ji5,N R,ê,,嬰兒,"infant, baby (col eN-a2)",
7800,eng-jî-sek,eng-ji5-sek,ing-jî-sik,ing-ji5-sik,N Hosp,keng,,嬰兒室,nursery for new-born babies,
7801,eng-jiáu-hoe,eng-jiau2-hoe,ing-jiáu-hue,ing-jiau2-hue,"N ",châng,,叢立鷹爪花,"amuyon goniothalamus, Goniothalamus amuyon",
7802,eng-jiáu-thô,eng-jiau2-tho5,ing-jiáu-thô,ing-jiau2-tho5,"N ",châng,,鷹爪桃,"climbing ilang ilang, tail grape, Artabotrys nucinatus",
7803,eng-kai,eng-kai,ing-kai,ing-kai,"AV ",,,應該,"ought to; must; should (syn eng3-kai, eng3-tong)",
7804,eng-kek,eng-kek,ing-kik,ing-kik,"V ",,,轟擊,"fire a fusillade, cannonade",
7805,eng-ko,eng-ko,ing-ko,ing-ko,"N ",chiah,,鸚鵡,"parrot, order Psittaciformes",
7806,eng-ko,eng-ko,ing-ko,ing-ko,"N ",bé,,黑旗寒鯛,"blackflag wrasse, spotted wrasse, Choerodon nectemblema",
7807,eng-ko,eng-ko,ing-ko,ing-ko,"N ",bé,,喬丹氏寒鯛,"a kind of wrasse, Choerodon jordani",
7808,eng-ko-chiáu,eng-ko-chiau2,ing-ko-tsiáu,ing-ko-tsiau2,"N ",chiah,,鸚鵡,parrot,
7809,eng-ko-hî,eng-ko-hi5,ing-ko-hî,ing-ko-hi5,N Ich,bé,,鸚哥魚,"any of several genera of parrotfish, family Scariidae",
7810,eng-ko-hî,eng-ko-hi5,ing-ko-hî,ing-ko-hi5,N Ich,bé,,杜氏鸚鯉,"parrot wrasse, parrot carp, Scarus dussumieri",
7811,Eng-kok,Eng-kok,Ing-kok,Ing-kok,"N ",,,英國,England,
7812,Eng-kok,Eng-kok,Ing-kok,Ing-kok,"N ",,,英國,United Kingdom,
7813,Eng-lí,Eng-li2,Ing-lí,Ing-li2,"M ",,,英哩,"English mile, 1.609 km",
7814,Eng-lí,Eng-li2,Ing-lí,Ing-li2,N Ich,bé,,鸚鯉,"any of several genera of parrot fish, family Scariidae, esp Leptoscarus vaigiensis",
7815,eng-lia̍t,eng-liat8,ing-lia̍t,ing-liat8,"SV ",,,英烈,"heroic (action, character, etc)",
7816,eng-mn̂g-thâng,eng-mng5-thang5,ing-mn̂g-thâng,ing-mng5-thang5,"N ",chiah,,黑紋天社蛾,"a black-striped moth, Phalera flavescens",
7817,eng-pan-tiau,eng-pan-tiau,ing-pan-tiau,ing-pan-tiau,N Ich,bé,,鷹斑鯛,"any of several genera of fish, family Cirrhitidae",
7818,eng-pan-u̍t,eng-pan-ut8,ing-pan-u̍t,ing-pan-ut8,"N ",chiah,,鷹斑鷸,"wood sandpiper, Tringa glareola",
7819,Eng-pōng,Eng-pong7,Ing-pōng,Ing-pong7,"N ",,,英磅,pound sterling,
7820,eng-tia̍p,eng-tiap8,ing-tia̍p,ing-tiap8,N Ich,bé,,纓鰈,one of two fish of the genus Crossorhombus,
7821,eng-tiau,eng-tiau,ing-tiau,ing-tiau,N Ich,bé,,鸚鯛,"any of several genera of fish, family Labriidae",
7822,eng-thô,eng-tho5,ing-thô,ing-tho5,"N ","châng, lia̍p",,櫻桃,"cherry, Prunus pseudo-cerasus",
7823,eng-ú-tiau,eng-u2-tiau,ing-ú-tiau,ing-u2-tiau,N Ich,bé,,鷹羽鯛,"either of two fish, Goniistius zonatu or Goniistius quadricornis",
7824,éng,eng2,íng,ing2,"N ",éng,,浪,wave (lake or sea),
7825,éng,eng2,íng,ing2,"Pmod ",,,永,"always, continuously, forever, permanently",
7826,éng-chûn,eng2-chun5,íng-tsûn,ing2-tsun5,"V ",,,永存,exist eternally,
7827,éng-éng,eng2-eng2,íng-íng,ing2-ing2,"Pmod ",,,永遠,"forever, permanently",
7828,éng-éng,eng2-eng2,íng-íng,ing2-ing2,"Pmod ",,,永遠,"at times, occasionally, sometimes",
7829,éng-hióng,eng2-hiong2,íng-hióng,ing2-hiong2,"V ",,,影響,"affect, influence (a decision, etc)",
7830,éng-hióng,eng2-hiong2,íng-hióng,ing2-hiong2,"N ",,,影響,"effect, influence",
7831,éng-hióng-la̍t,eng2-hiong2-lat8,íng-hióng-la̍t,ing2-hiong2-lat8,"N ",,,影響力,power to affect or influence,
7832,éng-hióng-le̍k,eng2-hiong2-lek8,íng-hióng-li̍k,ing2-hiong2-lik8,N R,,,影響力,power to affect or influence,
7833,éng-ji̍t,eng2-jit8,íng-ji̍t,ing2-jit8,"Nt ",,,前些日子,the other day,
7834,éng-kè,eng2-ke3,íng-kè,ing2-ke3,"Smod ",,,從前,"before, once",
7835,éng-kè,eng2-ke3,íng-kè,ing2-ke3,"Pmod ",,,從前,"before, once",
7836,éng-kiú,eng2-kiu2,íng-kiú,ing2-kiu2,"Nmod ",,,永久,"permanent ",
7837,éng-kiú,eng2-kiu2,íng-kiú,ing2-kiu2,"SV ",,,永久,"forever, permanently",
7838,éng-kiú bû chiong,eng2-kiu2 bu5 chiong,íng-kiú bû tsiong,ing2-kiu2 bu5 tsiong,"Sph ",,,永久不止,"eternal, forever, without end",
7839,éng-kiú-khí,eng2-kiu2-khi2,íng-kiú-khí,ing2-kiu2-khi2,"N ",khí,,永久齒,permanent tooth,
7840,éng-kòe,eng2-koe3,íng-kuè,ing2-kue3,"Smod ",,,從前,"before, once",
7841,éng-kòe,eng2-koe3,íng-kuè,ing2-kue3,"Pmod ",,,從前,"before, once",
7842,éng-kong-á,eng2-kong-a2,íng-kong-á,ing2-kong-a2,"N ",bé,,赤鯊,"a kind of fish, Trypanchen vagina",
7843,éng-nî,eng2-ni5,íng-nî,ing2-ni5,"Nt ",,,往年,"past year(s), former year(s)",
7844,éng-ngō͘,eng2-ngoo7,íng-ngōo,ing2-ngoo7,SV R,,,聰明,"bright, clever, intelligent (col khiau2)",
7845,éng-oa̍h,eng2-oah8,íng-ua̍h,ing2-uah8,V Xtn,,,永活,live forever,
7846,éng-oa̍h,eng2-oah8,íng-ua̍h,ing2-uah8,N Xtn,,,永活,eternal life,
7847,éng-oán,eng2-oan2,íng-uán,ing2-uan2,"Nt ",,,永遠,eternity,
7848,éng-oán,eng2-oan2,íng-uán,ing2-uan2,"Pmod ",,éng-éng oán-oán,永遠,"eternally, perpetually, permanently",
7849,éng-pái,eng2-pai2,íng-pái,ing2-pai2,"Smod ",,,前次,"before, once",
7850,éng-pái,eng2-pai2,íng-pái,ing2-pai2,"Pmod ",,,前次,"before, once",
7851,éng-sè,eng2-se3,íng-sè,ing2-se3,N Xtn,,,永世,"the eternal world, the life to come",
7852,éng-seng,eng2-seng,íng-sing,ing2-sing,"N ",,,永生,eternal life,
7853,éng-sî,eng2-si5,íng-sî,ing2-si5,"Smod ",,,過去以前,"before, once",
7854,éng-sî,eng2-si5,íng-sî,ing2-si5,"Pmod ",,,過去以前,"before, once",
7855,éng-sio̍k,eng2-siok8,íng-sio̍k,ing2-siok8,"V ",,,繼續,be continous,
7856,èng-chiap,eng3-chiap,ìng-tsiap,ing3-tsiap,"V ",,,應接,"receive (guests, visitors)",
7857,èng-chhài,eng3-chhai3,ìng-tshài,ing3-tshai3,"N ",châng,,甕菜,"vegetable of the genus convolvulus, Ipomoea reptaus",
7858,èng-chhài,eng3-chhai3,ìng-tshài,ing3-tshai3,"N ",châng,,甕菜,"a green vegetable of the morningglory family, Ipomoea reptaus",
7859,èng-chhài-hông,eng3-chhai3-hong5,ìng-tshài-hông,ing3-tshai3-hong5,"N ",châng,,甕菜□,Viola oblongo-sagittata var. violasceus,
7860,èng-chhài-hông,eng3-chhai3-hong5,ìng-tshài-hông,ing3-tshai3-hong5,"N ",châng,,甕菜□,Viola stenocentra,
7861,èng-chhài-hông,eng3-chhai3-hong5,ìng-tshài-hông,ing3-tshai3-hong5,"N ",châng,,土半夏,Typhonium divaricatum,
7862,èng-giām,eng3-giam7,ìng-giām,ing3-giam7,"V ",,,應驗,"fulfill, be fulfilled (prophecy), come true (prediction)",
7863,èng-giām,eng3-giam7,ìng-giām,ing3-giam7,"N ",,,應驗,fulfillment,
7864,èng-hāu,eng3-hau7,ìng-hāu,ing3-hau7,"SV ",,,效果,"effective, efficatious (medicine)",
7865,èng-hāu,eng3-hau7,ìng-hāu,ing3-hau7,"N ",,,效果,"effectiveness, efficacy",
7866,èng-hù,eng3-hu3,ìng-hù,ing3-hu3,"V ",,,應付,"cope with, meet (situation)",
7867,èng-hù,eng3-hu3,ìng-hù,ing3-hu3,"N ",,,應付,"coping (with), handling (of)",
7868,èng-hūn,eng3-hun7,ìng-hūn,ing3-hun7,"N ",,,應得之分,one's share of an ingeritance,
7869,èng-iōng,eng3-iong7,ìng-iōng,ing3-iong7,"V ",,,應用,"apply (method, theory, etc, to a real situation)",
7870,èng-iōng,eng3-iong7,ìng-iōng,ing3-iong7,"N ",,,應用,practical application,
7871,èng-kai,eng3-kai,ìng-kai,ing3-kai,"AV ",,,應該,"ought, should, must (syn eng-kai, eng3-tong)",
7872,èng-oān,eng3-oan7,ìng-uān,ing3-uan7,"V ",,,支援,"assist, reinforce (with money, men, materials etc)",
7873,èng-oān,eng3-oan7,ìng-uān,ing3-uan7,"N ",,,支援,"assistance, reinforcements",
7874,èng-piàn,eng3-pian3,ìng-piàn,ing3-pian3,"V ",,,應變,adapt to a changing situation,
7875,èng-pûi,eng3-pui5,ìng-puî,ing3-pui5,"VO ",,,施肥,apply fertilizer,
7876,èng-sêng,eng3-seng5,ìng-sîng,ing3-sing5,"V ",,,承諾,respond affirmatively to a request,
7877,èng-siû,eng3-siu5,ìng-siû,ing3-siu5,"V ",,,應酬,have social intercourse (for friendship or business),
7878,èng-siû,eng3-siu5,ìng-siû,ing3-siu5,"N ",,,應酬,social intercourse,
7879,èng-tong,eng3-tong,ìng-tong,ing3-tong,"AV ",,,應當,"ought, should, must (syn eng-kai, eng3-kai)",
7880,èng-ún,eng3-un2,ìng-ún,ing3-un2,"V ",,,應允,promise in response to a request,
7881,èng-ún,eng3-un2,ìng-ún,ing3-un2,"N ",,,應允,promise,
7882,êng,eng5,îng,ing5,"SV ",,"êng-êng, êng-êng-êng",閒,not busy,
7883,êng,eng5,îng,ing5,"Nubo ",,,閒,"leisure, free time",
7884,êng-á-oē,eng5-a2-oe7,îng-á-uē,ing5-a2-ue7,"N ",,,閒話,idle gossip,
7885,êng-chō-gia̍p,eng5-cho7-giap8,îng-tsō-gia̍p,ing5-tso7-giap8,"N ",,,營造業,construction business,
7886,êng-gia̍p,eng5-giap8,îng-gia̍p,ing5-giap8,"VO ",,,營業,do business <kin-a2-jit8 u7 the eng5-giap8 : (the shop) is open for business today>,
7887,êng-gia̍p,eng5-giap8,îng-gia̍p,ing5-giap8,"Nmod ",,,營業,business,
7888,êng-gia̍p-só͘,eng5-giap8-soo2,îng-gia̍p-sóo,ing5-giap8-soo2,"N ",keng,,營業所,business office,
7889,êng-hé,eng5-he2,îng-hé,ing5-he2,"N ",chiah,,螢火蟲,"firefly, family Lampyridae",
7890,êng-hēng,eng5-heng7,îng-hīng,ing5-hing7,"SV ",,,榮幸,"honored and pleased, honored and happy (used in beginning a speech)",
7891,êng-hián,eng5-hian2,îng-hián,ing5-hian2,"V ",,,榮顯,"bring glory to (one's name), make illustrious (syn eng5-iau7, eng5-kng)",
7892,êng-hôa,eng5-hoa5,îng-huâ,ing5-hua5,"N ",,,榮華,"glory, luxury, prosperity, splendor",
7893,êng-hok keng,eng5-hok keng,îng-hok king,ing5-hok king,N RC,,,榮福經,The Gloria,
7894,êng-iāu,eng5-iau7,îng-iāu,ing5-iau7,"V ",,,榮耀,glorify,
7895,êng-iāu,eng5-iau7,îng-iāu,ing5-iau7,"SV ",,,榮耀,glorious,
7896,êng-iāu,eng5-iau7,îng-iāu,ing5-iau7,"N ",,,榮耀,"glory (syn eng5-kng, cf eng5-hian2)",
7897,Êng-iāu-sòng,Eng5-iau7-song3,Îng-iāu-sòng,Ing5-iau7-song3,N Prot,,,榮耀頌,Gloria Patri (cf Kong-eng5-keng),
7898,êng-ióng,eng5-iong2,îng-ióng,ing5-iong2,"N ",,,營養,"nutrition, nourishment, sustenance",
7899,êng-ióng-hun,eng5-iong2-hun,îng-ióng-hun,ing5-iong2-hun,"N ",,,養分,proportion of nutritive elements (in a given quantity of food),
7900,êng-ióng-phín,eng5-iong2-phin2,îng-ióng-phín,ing5-iong2-phin2,"N ",,,營養品,nutritious food,
